5514601673340157|12|2024|685
5514605005728443|12|2024|868
5514605350187385|12|2024|741
5514606375142017|12|2024|456
5514607784887457|12|2024|737
5514605887817660|12|2024|033
5514608561285204|12|2024|625
5514603658210637|12|2024|707
5514608320585803|12|2024|346
5514604061286750|12|2024|316
5514601583312023|12|2024|117
5514608862311022|12|2024|183
5514608617817711|12|2024|258
5514607276801412|12|2024|461
5514601804064551|12|2024|141
5514604225001244|12|2024|836
5514607878386044|12|2024|883
5514608014402687|12|2024|647
5514606854884865|12|2024|317
5514605223760251|12|2024|353
5514606700122544|12|2024|451
5514602048515374|12|2024|560
5514608336158348|12|2024|441
5514600263185527|12|2024|856
5514608643814815|12|2024|612
5514605061408716|12|2024|203
5514600160101023|12|2024|132
5514603425618617|12|2024|126
5514607187005236|12|2024|226
5514604280715324|12|2024|044
5514605200417875|12|2024|618
5514604204318734|12|2024|577
5514600525311705|12|2024|708
5514608851174621|12|2024|811
5514608321336321|12|2024|758
5514600821874562|12|2024|085
5514600518524801|12|2024|564
5514600857334614|12|2024|278
5514605115733317|12|2024|333
5514601014102670|12|2024|670
5514602311881370|12|2024|716
5514607661531632|12|2024|680
5514604015246421|12|2024|285
5514604511481522|12|2024|081
5514606205323027|12|2024|703
5514602775211585|12|2024|228
5514600511734506|12|2024|123
5514606252555711|12|2024|264
5514606318646157|12|2024|208
5514601300711325|12|2024|430
5514602847530210|12|2024|741
5514606362704845|12|2024|027
5514608212530255|12|2024|276
5514602410243688|12|2024|484
5514603754252863|12|2024|324
5514608041155530|12|2024|057
5514606476725074|12|2024|556
5514604111178734|12|2024|205
5514604704022703|12|2024|416
5514605873543387|12|2024|153
5514602010406750|12|2024|810
5514607775602071|12|2024|046
5514605556828816|12|2024|618
5514608545537837|12|2024|086
5514606132630643|12|2024|777
5514603864103543|12|2024|825
5514604716841116|12|2024|474
5514607364500132|12|2024|828
5514602547837766|12|2024|352
5514601444644085|12|2024|703
5514604638245545|12|2024|374
5514600837313126|12|2024|436
5514600362517885|12|2024|867
5514607016781643|12|2024|712
5514606301761005|12|2024|061
5514607127548568|12|2024|774
5514603027871010|12|2024|522
5514600526632711|12|2024|047
5514608436855348|12|2024|075
5514600274470454|12|2024|570
5514605652215108|12|2024|873
5514604511884733|12|2024|840
5514604776141563|12|2024|457
5514602836422205|12|2024|581
5514602570806118|12|2024|400
5514607832732820|12|2024|014
5514600528340552|12|2024|368
5514604381044780|12|2024|008
5514601122247722|12|2024|644
5514605715781021|12|2024|646
5514605305466355|12|2024|021
5514602237416574|12|2024|885
5514604456314464|12|2024|381
5514600546703286|12|2024|038
5514604411838763|12|2024|218
5514602232348384|12|2024|370
5514607560763880|12|2024|881
5514605845767478|12|2024|408
5514605025438486|12|2024|356
5514607230056137|12|2024|013
